week,geohash7,kecamatan,kabupaten,region,kab_type,six_cities,CityType,avg_rsrp,total_call_count,total_tiles,bad_tiles_rsrp,total_payload_covmo_kB,bad_rsrp_tile_payload_covmo_kB,total_subscriber_count,bad_rsrp_tile_subscriber_count,koeff,total_payload_covmo_MB,bad_rsrp_tile_payload_covmo_MB,total_payload_covmo_normalize_MB,bad_rsrp_tile_payload_covmo_normalize_MB,thd_subs,thd_luas,luas_m2,bad_tile_abv_thd,subs_abv_thd,luas_abv_thd,bad_tiles_n_subs_abv_thd,bad_tiles_n_subs_n_luas_abv_thd,bad_grid,more_than_3_wks,cluster_member,cluster_member_reg,forming_cluster,cluster_id,red_cov,latitude_geohash7,longitude_geohash7,nearest_site_1,latitude_site_1,longitude_site_1,ant_height_site_1,nearest_site_2,latitude_site_2,longitude_site_2,ant_height_site_2,nearest_site_3,latitude_site_3,longitude_site_3,ant_height_site_3,distance_to_site_1,bearing_to_site_1,distance_to_site_2,bearing_to_site_2,distance_to_site_3,bearing_to_site_3,lowest_band_1,lowest_band_2,lowest_band_3,delta_1,azimuth_1,lac_enodeb_1,ci_1,sector_1,delta_2,azimuth_2,lac_enodeb_2,ci_2,sector_2,delta_3,azimuth_3,lac_enodeb_3,ci_3,sector_3,elev_geohash7,elev_site_1,elev_site_2,elev_site_3,total_height_site_1,total_height_site_2,total_height_site_3,max_intermediate_elev_site_1,max_intermediate_elev_site_2,max_intermediate_elev_site_3,site_higher_1,site_higher_2,site_higher_3,site_higher_than_max_intermediate_1,site_higher_than_max_intermediate_2,site_higher_than_max_intermediate_3,no_blocking_1,no_blocking_2,no_blocking_3,clutter,distance_thd_1,distance_thd_2,distance_thd_3,Distance Thd L900,index_SD_1,index_bw_1,distance_cat_1,score_1,index_SD_2,index_bw_2,distance_cat_2,score_2,index_SD_3,index_bw_3,distance_cat_3,score_3,rank_1,rank_2,rank_3,solution_1,solution_2,solution_3,best serving no,solution rank1,rank1 site,rank1 CI,Solution Priority,Priority No.,prio_site,prio_EnodeB,prio_CI,prio_sector,red_cov_category
202624,qqwx8rc,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.592,1704.36,16,11,1444070,1369690,322.571,218.571,0.895055,1410.22,1337.58,1262.23,1197.21,3000,8000,17.7709,1,0,0,0,0,0,0,,,,,0,-7.07588,110.404,SMG302,-7.08002,110.412,38,SMG504,-7.07274,110.413,41,SMG789,-7.08511,110.408,15,1065.4,295.585,1107.49,251.589,1113.37,336.575,LTE1800,LTE900,LTE1800,19.415,315,196302,31,3,11.5889,240,196504,22,2,23.4247,0,196789,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,870.027,1165.42,762.418,1311.49,6,3.23584,more than thd,5.17075,4.75146,1.93148,half_thd to thd,3.90547,6,3.90412,more than thd,5.37124,2,1,3,not BS,not BS,not BS,2,not BS,SMG504,22,not BS,1,SMG302,196302,31,3,BAD NON POTENTIAL
202624,qqwx8u3,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.346,1999.57,16,9,590950,487269,520.857,332.429,0.895055,577.1,475.848,516.536,425.91,3000,8000,2609.82,1,0,0,0,0,0,0,,,,,0,-7.09511,110.426,SMG554,-7.09339,110.423,18,SMG141,-7.09571,110.418,66,SMG012,-7.08595,110.431,61,363.872,121.585,854.435,85.5098,1197.64,212.086,LTE900,LTE1800,LTE900,1.58499,120,196554,22,2,45.5098,40,196141,11,1,47.9138,260,196012,22,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,946.326,1031.44,1274.97,1311.49,1.92255,0.264165,0 to half_thd,1.42504,4.14195,6,half_thd to thd,4.69936,4.69675,6,half_thd to thd,5.08772,1,2,3,not BS,not BS,not BS,1,not BS,SMG554,22,not BS,1,SMG554,196554,22,2,BAD NON POTENTIAL
202624,qqwx8ud,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.682,928.714,16,9,91815.9,69365,387.857,232.286,0.895055,89.664,67.7393,80.2542,60.6303,3000,8000,34.8981,1,0,0,0,0,0,0,,,,,0,-7.09373,110.427,SMG554,-7.09339,110.423,18,SMG012,-7.08595,110.431,61,SMG141,-7.09571,110.418,66,463.785,94.7053,989.366,209.358,1027.03,77.6475,LTE900,LTE900,LTE1800,25.2947,120,196554,22,2,50.6418,260,196012,22,2,37.6475,40,196141,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,946.326,1274.97,1031.44,1311.49,2.45045,4.21578,0 to half_thd,2.98005,3.87995,6,half_thd to thd,4.51597,4.97864,6,half_thd to thd,5.28505,1,2,3,not BS,not BS,not BS,1,not BS,SMG554,22,not BS,1,SMG554,196554,22,2,BAD NON POTENTIAL
202624,qqwx8ug,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.49,1360,16,5,311575,168656,542.286,213.429,0.895055,304.273,164.703,272.341,147.419,3000,8000,661.036,1,0,0,0,0,0,0,,,,,0,-7.09236,110.428,SMG554,-7.09339,110.423,18,SMG012,-7.08595,110.431,61,SMG141,-7.09571,110.418,66,624.464,79.4059,784.541,205.194,1213.14,72.122,LTE900,LTE900,LTE1800,40.5941,120,196554,22,2,54.8056,260,196012,22,2,32.122,40,196141,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,946.326,1274.97,1031.44,1311.49,3.29941,6,half_thd to thd,4.10959,3.0767,6,half_thd to thd,3.95369,6,6,more than thd,6,2,1,3,not BS,not BS,not BS,2,not BS,SMG012,22,not BS,1,SMG554,196554,22,2,BAD NON POTENTIAL
202624,qqwx8zf,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.806,31421.3,16,7,23128200,5595510,4274.86,562,0.895055,22586.1,5464.37,20215.8,4890.91,3000,8000,13733.5,1,1,1,1,1,1,1,2,2,1,202624_305,1,-7.07588,110.427,SMG296,-7.07352,110.422,47,SMG536,-7.07072,110.424,18,SMG109,-7.07017,110.43,40,633.636,114.445,674.455,147.959,713.583,207.468,LTE900,LTE1800,LTE1800,54.4447,60,196296,12,1,7.95913,140,196536,21,2,27.4678,180,196109,21,2,200.207,226.894,221.661,205.09,273.894,239.661,245.09,226.894,226.732,210.817,1,1,1,1,1,1,1,0,1,SU,1165.42,762.418,923.831,1311.49,2.71848,6,half_thd to thd,3.70294,4.42313,1.32652,half_thd to thd,3.49415,3.86209,4.57796,half_thd to thd,4.07685,2,1,3,d. Add Sector,f. New Infra,a. Optimization,2,f. New Infra,SMG536,21,a. Optimization,3,SMG109,196109,21,2,RED OPTIM
202624,qqwxb2s,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.865,7180.43,20,8,6140390,2578490,810.857,343.857,0.895055,5996.48,2518.06,5367.18,2253.8,3000,8000,11739.7,1,0,1,0,0,0,0,,,,,0,-7.07176,110.408,SMG504,-7.07274,110.413,41,SMG419,-7.06688,110.411,19,SMG142,-7.06462,110.411,36,606.034,280.325,640.846,212.459,883.981,206.514,LTE900,LTE1800,LTE1800,9.67527,290,196504,32,3,87.4591,125,196419,11,1,66.5137,140,196142,21,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1165.42,762.418,870.027,1311.49,2.60006,1.61255,half_thd to thd,2.30381,4.20272,6,half_thd to thd,4.7419,6,6,more than thd,6,1,2,3,not BS,not BS,not BS,1,not BS,SMG504,32,not BS,1,SMG504,196504,32,3,BAD NON POTENTIAL
202624,qqwxb7m,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-107.227,1593.57,16,12,699024,618292,256.286,196,0.895055,682.641,603.801,611.001,540.435,3000,8000,2289.85,1,0,0,0,0,0,0,,,,,0,-7.05666,110.409,SMG048,-7.0617,110.413,12,SMG047,-7.05782,110.415,48,SMG139,-7.05003,110.412,34,672.863,326.176,674.166,281.09,776.563,199.315,LTE1800,LTE900,LTE1800,6.17615,320,196048,31,3,41.0895,240,196047,22,2,14.3147,185,196139,21,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,735.516,1165.42,870.027,1311.49,4.57409,1.02936,half_thd to thd,3.51067,2.89237,6,half_thd to thd,3.82466,4.46287,2.38578,half_thd to thd,3.83974,1,2,3,not BS,not BS,not BS,1,not BS,SMG048,31,not BS,1,SMG048,196048,31,3,BAD NON POTENTIAL
202624,qqwxb7t,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.822,2187,16,11,838374,519893,325.143,229.429,0.895055,818.725,507.708,732.804,454.427,3000,8000,2439.95,1,0,0,0,0,0,0,,,,,0,-7.05528,110.409,SMG139,-7.05003,110.412,34,SMG047,-7.05782,110.415,48,SMG048,-7.0617,110.413,12,635.354,203.854,718.822,293.124,803.275,332.226,LTE1800,LTE900,LTE1800,18.8544,185,196139,21,2,53.124,240,196047,22,2,12.226,320,196048,31,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,870.027,1165.42,735.516,1311.49,3.65135,3.1424,half_thd to thd,3.49866,3.08396,6,half_thd to thd,3.95877,6,2.03767,more than thd,4.8113,1,2,3,not BS,not BS,not BS,1,not BS,SMG139,21,not BS,1,SMG139,196139,21,2,BAD NON POTENTIAL
202624,qqwxbk7,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.649,966.286,16,6,536414,165181,209.429,79.7143,0.895055,523.842,161.309,468.867,144.381,3000,8000,76.0002,1,0,0,0,0,0,0,,,,,0,-7.05116,110.406,SMG139,-7.05003,110.412,34,SMG748,-7.05405,110.401,59,SMG664,-7.04231,110.406,42,575.524,257.393,721.329,63.6051,978.921,179.956,LTE1800,LTE1800,LTE900,62.6073,320,196139,31,3,63.6051,0,196748,11,1,19.956,160,196664,12,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,870.027,1004.54,1165.42,1311.49,3.30751,6,half_thd to thd,4.11526,3.59035,6,half_thd to thd,4.31325,4.19986,3.326,half_thd to thd,3.9377,2,3,1,not BS,not BS,not BS,3,not BS,SMG664,12,not BS,1,SMG139,196139,31,3,BAD NON POTENTIAL
202624,qqwxbvk,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-106.529,15284.7,16,12,3005710,2501870,3350.57,2532.14,0.895055,2935.26,2443.23,2627.22,2186.83,3000,8000,7175.42,1,1,0,1,0,0,0,,,,,0,-7.04567,110.43,SMG622,-7.0438,110.432,15,SMG523,-7.04861,110.429,18,SMG004,-7.04547,110.424,92,282.708,222.845,334.354,13.3625,657.281,91.9178,LTE1800,LTE1800,LTE1800,52.1552,275,196622,31,3,76.6375,90,196523,11,1,1.91785,90,196004,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,762.418,762.418,1031.44,1311.49,1.85402,6,0 to half_thd,3.09782,2.19272,6,0 to half_thd,3.33491,3.18623,0.319642,half_thd to thd,2.32625,2,3,1,not BS,not BS,not BS,3,not BS,SMG004,11,not BS,1,SMG622,196622,31,3,BAD NON POTENTIAL
202624,qqwxbvn,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.968,13784.4,16,6,4880990,3005350,3551.14,1295.14,0.895055,4766.59,2934.91,4266.36,2626.91,3000,8000,8424.8,1,1,1,1,1,1,1,2,2,1,202624_307,1,-7.04704,110.433,SMG622,-7.0438,110.432,15,SMG523,-7.04861,110.429,18,SMG653,-7.05371,110.432,28,375.169,162.973,418.759,65.4087,738.279,3.63433,LTE1800,LTE1800,LTE900,7.02726,170,196622,21,2,24.5913,90,196523,11,1,148.634,215,196653,22,2,194.98,184.021,222.616,204.136,199.021,240.616,232.136,194.98,222.616,204.136,0,1,1,0,1,1,0,1,1,SU,762.418,762.418,1019.36,1311.49,2.46039,1.17121,0 to half_thd,2.07364,2.74626,4.09854,half_thd to thd,3.15194,3.62129,6,half_thd to thd,4.3349,1,2,3,f. New Infra,a. Optimization,d. Add Sector,1,f. New Infra,SMG622,21,a. Optimization,2,SMG523,196523,11,1,RED OPTIM
202624,qqwxbvq,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-106.971,19808.1,16,13,7028390,6059020,3141.29,2398.86,0.895055,6863.66,5917.02,6143.35,5296.05,3000,8000,6723.11,1,1,0,1,0,0,0,,,,,0,-7.04567,110.433,SMG622,-7.0438,110.432,15,SMG523,-7.04861,110.429,18,SMG067,-7.03995,110.428,6,234.347,152.017,501.068,49.3476,832.077,139.644,LTE1800,LTE1800,LTE900,17.9831,170,196622,21,2,40.6524,90,196523,11,1,40.3556,180,196067,22,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,762.418,762.418,909.809,1311.49,1.53686,2.99718,0 to half_thd,1.97496,3.28604,6,half_thd to thd,4.10023,4.57281,6,half_thd to thd,5.00097,1,2,3,not BS,not BS,not BS,1,not BS,SMG622,21,not BS,1,SMG622,196622,21,2,BAD NON POTENTIAL
202624,qqwxbwe,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.233,7019.71,16,9,5293300,3555350,1145.71,635,0.895055,5169.24,3472.02,4626.75,3107.65,3000,8000,6888.38,1,0,0,0,0,0,0,,,,,0,-7.0388,110.417,SMG180,-7.03864,110.421,11,SMG244,-7.03422,110.416,30,SMG505,-7.03198,110.421,18,436.332,267.615,541.298,159.606,856.403,208.067,LTE1800,LTE1800,LTE1800,72.3852,340,196180,31,3,9.60637,150,196244,21,2,28.0673,180,196505,21,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,735.516,870.027,762.418,1311.49,2.96616,6,half_thd to thd,3.87631,3.11081,1.60106,half_thd to thd,2.65789,6,4.67788,more than thd,5.60336,2,1,3,not BS,not BS,not BS,2,not BS,SMG244,21,not BS,1,SMG180,196180,31,3,BAD NON POTENTIAL
202624,qqwxby5,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-103.869,10543.1,16,6,1272860,278133,1780.14,648.286,0.895055,1243.03,271.614,1112.58,243.11,3000,8000,7693.8,1,0,0,0,0,0,0,,,,,0,-7.04155,110.428,SMG067,-7.03995,110.428,6,SMG622,-7.0438,110.432,15,SMG004,-7.04547,110.424,92,196.368,154.278,425.18,306.024,665.867,49.1625,LTE900,LTE1800,LTE1800,25.7216,180,196067,22,2,31.0237,275,196622,31,3,40.8375,90,196004,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,909.809,762.418,1031.44,1311.49,1.07917,4.28693,0 to half_thd,2.0415,2.78836,6,half_thd to thd,3.75186,3.22785,6,half_thd to thd,4.0595,1,2,3,not BS,not BS,not BS,1,not BS,SMG067,22,not BS,1,SMG067,196067,22,2,BAD NON POTENTIAL
202624,qqwx84y,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-106.177,4022.86,16,13,1094150,997832,611.571,508.286,0.895055,1068.51,974.445,956.372,872.182,3000,8000,1157.87,1,0,0,0,0,0,0,,,,,0,-7.10335,110.4,UNR716,-7.11072,110.407,50,SMG086,-7.09409,110.407,70,SMG097,-7.10284,110.387,70,1143.54,315.665,1313.19,218.578,1364.4,92.3612,LTE900,LTE1800,LTE900,9.33462,325,195716,32,3,18.5783,200,196086,31,3,27.6388,120,196097,12,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,1031.44,1311.49,1311.49,4.48459,1.55577,half_thd to thd,3.60595,6,3.09638,more than thd,5.12891,6,4.60646,more than thd,5.58194,1,2,3,not BS,not BS,not BS,1,not BS,UNR716,32,not BS,1,UNR716,195716,32,3,BAD NON POTENTIAL
202624,qqwx85r,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-106.052,7178.71,16,14,1191730,1047050,1222.14,1121.14,0.895055,1163.8,1022.51,1041.66,915.206,3000,8000,17.8271,1,0,0,0,0,0,0,,,,,0,-7.1006,110.401,SMG086,-7.09409,110.407,70,UNR716,-7.11072,110.407,50,SMG040,-7.10298,110.412,70,983.989,222.764,1294.21,330.008,1296.56,281.761,LTE1800,LTE900,LTE900,22.7639,200,196086,31,3,5.00803,325,195716,32,3,1.76148,280,196040,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1031.44,1274.97,1311.49,1311.49,4.76998,3.79398,half_thd to thd,4.47718,6,0.834672,more than thd,4.4504,4.94308,0.293579,half_thd to thd,3.54823,3,2,1,not BS,not BS,not BS,3,not BS,SMG040,32,not BS,1,SMG086,196086,31,3,BAD NON POTENTIAL
202624,qqwx869,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.848,24369.3,16,13,11034400,8266970,1790.86,1465,0.895055,10775.8,8073.21,9644.93,7225.97,3000,8000,7016.73,1,0,0,0,0,0,0,,,,,0,-7.10472,110.404,UNR716,-7.11072,110.407,50,SMG040,-7.10298,110.412,70,SMG086,-7.09409,110.407,70,748.575,332.562,985.342,258.631,1231.78,197.23,LTE900,LTE900,LTE1800,7.56169,325,195716,32,3,21.3685,280,196040,32,3,2.77028,200,196086,31,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,1311.49,1031.44,1311.49,2.93565,1.26028,half_thd to thd,2.43304,3.75658,3.56142,half_thd to thd,3.69803,6,0.461714,more than thd,4.33851,1,2,3,not BS,not BS,not BS,1,not BS,UNR716,32,not BS,1,UNR716,195716,32,3,BAD NON POTENTIAL
202624,qqwx86d,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.128,14998.6,16,8,6875170,3382080,1637,822,0.895055,6714.04,3302.81,6009.43,2956.2,3000,8000,5171.68,1,0,0,0,0,0,0,,,,,0,-7.10472,110.405,UNR716,-7.11072,110.407,50,SMG040,-7.10298,110.412,70,SMG086,-7.09409,110.407,70,691.502,343.72,837.099,256.585,1195.37,190.312,LTE900,LTE900,LTE1800,18.7204,325,195716,32,3,23.4149,280,196040,32,3,9.688,200,196086,31,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,1311.49,1031.44,1311.49,2.71183,3.12007,half_thd to thd,2.8343,3.19141,3.90249,half_thd to thd,3.40473,6,1.61467,more than thd,4.6844,1,2,3,not BS,not BS,not BS,1,not BS,UNR716,32,not BS,1,UNR716,195716,32,3,BAD NON POTENTIAL
202624,qqwx870,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-106.184,14673,16,15,4387190,4322240,1700,1605.86,0.895055,4284.36,4220.94,3834.74,3777.97,3000,8000,11446.4,1,0,1,0,0,0,0,,,,,0,-7.10197,110.402,SMG086,-7.09409,110.407,70,UNR716,-7.11072,110.407,50,SMG040,-7.10298,110.412,70,1014.71,210.581,1088.06,332.889,1123.44,275.695,LTE1800,LTE900,LTE900,10.5813,200,196086,31,3,7.88902,325,195716,32,3,4.30542,280,196040,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1031.44,1274.97,1311.49,1311.49,4.91889,1.76354,half_thd to thd,3.97228,4.26701,1.31484,half_thd to thd,3.38135,4.28308,0.71757,half_thd to thd,3.21343,3,2,1,not BS,not BS,not BS,3,not BS,SMG040,32,not BS,1,SMG086,196086,31,3,BAD NON POTENTIAL
202624,qqwx871,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-106.274,20362,16,12,9303690,6943550,2191,1531.57,0.895055,9085.63,6780.81,8132.14,6069.2,3000,8000,4964.97,1,0,0,0,0,0,0,,,,,0,-7.10197,110.404,SMG086,-7.09409,110.407,70,SMG040,-7.10298,110.412,70,UNR716,-7.11072,110.407,50,946.17,202.692,972.587,276.582,1027.45,340.397,LTE1800,LTE900,LTE900,2.69175,200,196086,31,3,3.41848,280,196040,32,3,15.397,325,195716,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1031.44,1311.49,1274.97,1311.49,4.58665,0.448626,half_thd to thd,3.34524,3.70796,0.569746,half_thd to thd,2.76649,4.02932,2.56616,half_thd to thd,3.59037,2,1,3,not BS,not BS,not BS,2,not BS,SMG040,32,not BS,1,SMG086,196086,31,3,BAD NON POTENTIAL
202624,qqwx872,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-106.825,11428.3,16,14,3862980,3374850,1524,1378.57,0.895055,3772.44,3295.76,3376.54,2949.88,3000,8000,5422.4,1,0,0,0,0,0,0,,,,,0,-7.1006,110.402,SMG086,-7.09409,110.407,70,SMG040,-7.10298,110.412,70,UNR716,-7.11072,110.407,50,887.586,215.587,1148.4,283.304,1225.04,336.131,LTE1800,LTE900,LTE900,15.5867,200,196086,31,3,3.30415,280,196040,32,3,11.1313,325,195716,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1031.44,1311.49,1274.97,1311.49,4.30266,2.59779,half_thd to thd,3.7912,4.37826,0.550692,half_thd to thd,3.22999,4.80419,1.85521,half_thd to thd,3.91949,2,1,3,not BS,not BS,not BS,2,not BS,SMG040,32,not BS,1,SMG086,196086,31,3,BAD NON POTENTIAL
202624,qqwx873,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.882,13560.6,16,5,6290480,1891370,1644,614,0.895055,6143.05,1847.05,5498.36,1653.21,3000,8000,5130.03,1,0,0,0,0,0,0,,,,,0,-7.1006,110.404,SMG086,-7.09409,110.407,70,SMG040,-7.10298,110.412,70,UNR716,-7.11072,110.407,50,808.342,206.854,1001.32,285.301,1171.54,342.891,LTE1800,LTE900,LTE900,6.85394,200,196086,31,3,5.30146,280,196040,32,3,17.8911,325,195716,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1031.44,1311.49,1274.97,1311.49,3.91851,1.14232,half_thd to thd,3.08565,3.81749,0.883576,half_thd to thd,2.93732,4.59437,2.98185,half_thd to thd,4.11062,2,1,3,not BS,not BS,not BS,2,not BS,SMG040,32,not BS,1,SMG086,196086,31,3,BAD NON POTENTIAL
202624,qqwx8gz,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.232,175.369,15,6,29642.9,25292.5,34.931,14,0.895055,28.9482,24.6997,25.9102,22.1076,3000,8000,25.451,1,0,0,0,0,0,0,,,,,0,-7.09785,110.434,SMG554,-7.09339,110.423,18,SMG012,-7.08595,110.431,61,UNR047,-7.09512,110.449,69,1316.74,112.14,1344.16,168.441,1728.39,259.841,LTE900,LTE900,LTE900,7.85999,120,196554,22,2,88.4407,80,196012,12,1,39.8414,220,195047,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,946.326,1274.97,1311.49,1311.49,6,1.31,more than thd,4.593,6,6,more than thd,6,6,6,more than thd,6,1,2,3,not BS,not BS,not BS,1,not BS,SMG554,22,not BS,1,SMG554,196554,22,2,BAD NON POTENTIAL
202624,qqwx8r6,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.79,1818.43,16,6,207149,67713,444.857,164.714,0.895055,202.294,66.1259,181.064,59.1863,3000,8000,359.752,1,0,0,0,0,0,0,,,,,0,-7.07863,110.405,SMG789,-7.08511,110.408,15,SMG302,-7.08002,110.412,38,SMG504,-7.07274,110.413,41,774.501,337.875,824.875,280.821,1110.84,233.915,LTE1800,LTE1800,LTE900,22.1255,0,196789,11,1,34.1791,315,196302,31,3,6.08541,240,196504,22,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,762.418,870.027,1165.42,1311.49,6,3.68758,more than thd,5.30627,4.74051,6,half_thd to thd,5.11836,4.76584,1.01423,half_thd to thd,3.64036,3,2,1,not BS,not BS,not BS,3,not BS,SMG504,22,not BS,1,SMG789,196789,11,1,BAD NON POTENTIAL
202624,qqwx8r7,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.172,3627.71,16,6,933315,197812,605.714,241.286,0.895055,911.441,193.176,815.79,172.903,3000,8000,10460.1,1,0,1,0,0,0,0,,,,,0,-7.07863,110.406,SMG302,-7.08002,110.412,38,SMG789,-7.08511,110.408,15,SMG504,-7.07274,110.413,41,676.414,283.234,730.654,348.893,991.952,228.761,LTE1800,LTE1800,LTE900,31.7663,315,196302,31,3,11.1065,0,196789,11,1,11.2389,240,196504,22,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,870.027,762.418,1165.42,1311.49,3.88732,6,half_thd to thd,4.52112,4.79169,1.85109,half_thd to thd,3.90951,4.25576,1.87316,half_thd to thd,3.54098,3,2,1,not BS,not BS,not BS,3,not BS,SMG504,22,not BS,1,SMG302,196302,31,3,BAD NON POTENTIAL
202624,qqwx8up,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.131,250.931,15,9,84535.1,5806.79,39.3929,24.2262,0.895055,82.5539,5.67069,73.8902,5.07558,3000,8000,4.81593,1,0,0,0,0,0,0,,,,,0,-7.09648,110.434,SMG012,-7.08595,110.431,61,SMG554,-7.09339,110.423,18,UNR047,-7.09512,110.449,69,1195.8,166.982,1267.67,105.729,1708.33,264.895,LTE900,LTE900,LTE900,86.9818,80,196012,12,1,14.2707,120,196554,22,2,44.8948,220,195047,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,946.326,1311.49,1311.49,4.68952,6,half_thd to thd,5.08266,6,2.37845,more than thd,4.91354,6,6,more than thd,6,2,1,3,not BS,not BS,not BS,2,not BS,SMG554,22,not BS,1,SMG012,196012,12,1,BAD NON POTENTIAL
202624,qqwx8zd,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.483,28342.4,16,6,12977000,5977350,1514.57,687.286,0.895055,12672.8,5837.26,11342.9,5224.67,3000,8000,5616.7,1,0,0,0,0,0,0,,,,,0,-7.07726,110.427,SMG296,-7.07352,110.422,47,SMG665,-7.0815,110.422,32,SMG536,-7.07072,110.424,18,709.766,125.727,715.406,48.7449,807.024,153.697,LTE900,LTE900,LTE1800,64.2726,190,196296,22,2,18.7449,30,196665,12,1,13.6966,140,196536,21,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1165.42,1092.39,762.418,1311.49,3.0451,6,half_thd to thd,3.93157,3.2745,3.12415,half_thd to thd,3.22939,6,2.28277,more than thd,4.88483,2,1,3,not BS,not BS,not BS,2,not BS,SMG665,12,not BS,1,SMG296,196296,22,2,BAD NON POTENTIAL
202624,qqwx9h1,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.581,261.795,16,7,13388.9,5134.69,40.9476,15.4762,0.895055,13.0751,5.01434,11.7029,4.48811,3000,8000,22.4249,1,0,0,0,0,0,0,,,,,0,-7.09648,110.437,SMG012,-7.08595,110.431,61,UNR047,-7.09512,110.449,69,SMG554,-7.09339,110.423,18,1298.65,153.895,1406.35,263.795,1562.02,102.712,LTE900,LTE900,LTE900,73.8949,80,196012,12,1,43.7952,220,195047,32,3,17.288,120,196554,22,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,1311.49,946.326,1311.49,6,6,more than thd,6,6,6,more than thd,6,6,2.88134,more than thd,5.0644,2,3,1,not BS,not BS,not BS,3,not BS,SMG554,22,not BS,1,SMG012,196012,12,1,BAD NON POTENTIAL
